GeneName GeneCluster chr start end
612 ENSG00000155011 10 4 106921802 107283806
613 ENSG00000111348 10 12 14942017 14961728
614 ENSG00000111341 10 12 14881181 14885926
615 ENSG00000136936 10 9 97674909 97697357
616 ENSG00000138758 10 4 76949703 77040384
617 ENSG00000258999 10 14 81107033 81170414
618 ENSG00000187498 10 13 110148963 110307149
619 ENSG00000104365 10 8 42271302 42332653
620 ENSG00000136630 10 1 220879400 220885059
621 ENSG00000146802 10 7 112762382 112790592
622 ENSG00000153002 10 3 148791102 148860187
623 ENSG00000272268 10 NA NA NA
624 ENSG00000213165 10 NA NA NA
625 ENSG00000136243 10 7 23181827 23201011
626 ENSG00000171496 10 9 122567548 122568477
627 ENSG00000234423 10 2 2895048 3126026
628 ENSG00000131374 10 3 17157162 18444817
629 ENSG00000211956 10 14 106373663 106374145
630 ENSG00000215717 10 1 109089803 109096934
631 ENSG00000141753 10 17 40443461 40457731
632 ENSG00000196867 10 19 56538948 56556810
633 ENSG00000271646 10 4 184474802 184477304
634 ENSG00000267013 10 18 55105904 55124306
635 ENSG00000119321 10 9 113161006 113221361
636 ENSG00000118257 10 2 205681990 205798133
637 ENSG00000196177 10 10 123008979 123058311
638 ENSG00000264443 10 1 24538802 24556024
639 ENSG00000134864 10 13 100530164 100589528
640 ENSG00000077092 10 3 25174332 25597932
641 ENSG00000154451 10 1 89258950 89272804
642 ENSG00000102401 10 X 101622797 101627843
643 ENSG00000271605 10 17 64449037 64468643
644 ENSG00000249713 10 5 76606608 76608970
645 ENSG00000238099 10 6 139468995 139474596
646 ENSG00000267115 10 19 37503906 37504465
647 ENSG00000162267 10 3 52794768 52809009
648 ENSG00000243899 10 NA NA NA
649 ENSG00000272564 10 2 85904279 85904727
650 ENSG00000105497 10 19 51571298 51592508
651 ENSG00000256683 10 19 51964343 51986856
652 ENSG00000187601 10 X 55452105 55453566
653 ENSG00000164400 10 5 132073790 132076170
654 ENSG00000100503 10 14 50719763 50831121
655 ENSG00000121281 10 16 50246137 50318135
656 ENSG00000005469 10 7 87345681 87399795
657 ENSG00000166848 10 16 75647786 75761872
658 ENSG00000113391 10 5 93618069 94111699
659 ENSG00000103381 10 16 12659799 12804017
660 ENSG00000091317 10 3 32481312 32503408
661 ENSG00000256566 10 20 2467212 2508907
662 ENSG00000229989 10 1 198807493 198937429
663 ENSG00000225533 10 10 95183653 95184217
664 ENSG00000087074 10 19 48872392 48876057
665 ENSG00000238197 10 21 32728115 32743122
666 ENSG00000229647 10 2 207239650 207245887
667 ENSG00000162692 10 1 100719742 100739045
668 ENSG00000181541 10 4 150581922 150584693
669 ENSG00000034053 10 15 28884483 29118315
670 ENSG00000122026 10 13 27251309 27256691
671 ENSG00000168811 10 3 159988750 159996019
672 ENSG00000137809 10 15 68296533 68432162
673 ENSG00000225964 10 2 6828514 6840464
674 ENSG00000238324 10 7 102857450 102857755
675 ENSG00000131171 10 X 81201943 81298547
676 ENSG00000273193 10 NA NA NA
677 ENSG00000134899 10 13 102844844 102876001
678 ENSG00000067066 10 2 230415942 230544090
679 ENSG00000243695 10 9 39173794 39174513
680 ENSG00000166923 10 15 32717974 32745107
681 ENSG00000238258 10 10 33211277 33213804
682 ENSG00000164106 10 4 173384701 173406380
683 ENSG00000154678 10 7 31751179 32299329
684 ENSG00000232977 10 13 23466571 23487464
685 ENSG00000071537 10 14 81471549 81533861
686 ENSG00000163581 10 3 170996348 171026750
687 ENSG00000175324 10 8 38163321 38176730
688 ENSG00000248636 10 12 119387987 119668079
689 ENSG00000224000 10 1 172906900 172907684
690 ENSG00000270049 10 16 67481314 67505063
691 ENSG00000164616 10 5 135930317 135951591
692 ENSG00000018189 10 4 70704204 70807315
693 ENSG00000164185 10 5 122129513 122153571
694 ENSG00000165443 10 10 59176590 59247774
695 ENSG00000161217 10 3 196214222 196287957
696 ENSG00000235501 10 1 94927566 94963270
697 ENSG00000164220 10 5 76615482 76623434
698 ENSG00000120217 10 9 5450503 5470566
699 ENSG00000213078 10 6 157365990 157366923
700 ENSG00000261645 10 11 90251232 90915052
701 ENSG00000267776 10 19 56376704 56377284
702 ENSG00000226410 10 2 186162949 186163245
703 ENSG00000091986 10 3 112596794 112649530
704 ENSG00000236778 10 13 51452367 51552364
705 ENSG00000109061 10 17 10492307 10518543
706 ENSG00000169621 10 2 68467561 68655862
707 ENSG00000196653 10 3 44712643 44723831
708 ENSG00000198121 10 9 110873263 111038458
709 ENSG00000230563 10 20 5471207 5475182
710 ENSG00000237870 10 7 116275606 116286734
711 ENSG00000272912 10 10 102914585 102915404
712 ENSG00000078098 10 2 162170684 162245151
713 ENSG00000273213 10 1 143904301 143905964
714 ENSG00000272360 10 3 58490830 58491291
715 ENSG00000161649 10 17 43847148 43863629
716 ENSG00000124785 10 6 5997999 6007605
717 ENSG00000177374 10 17 2054154 2063241
718 ENSG00000151702 10 11 128686535 128813267
719 ENSG00000183287 10 18 59430940 59697380
720 ENSG00000003402 10 2 201116104 201176687
721 ENSG00000179082 10 9 129321016 129324905
722 ENSG00000145945 10 6 3849386 3851317
723 ENSG00000007933 10 1 171090877 171117819
724 ENSG00000197646 10 9 5510570 5571254
725 ENSG00000259039 10 14 57578632 57581320
726 ENSG00000030419 10 2 212999691 213152427
727 ENSG00000272914 10 10 30831828 30833387
728 ENSG00000109193 10 4 69810780 69860152
729 ENSG00000160013 10 19 46620468 46625118
730 ENSG00000231768 10 1 234527891 234531779
731 ENSG00000117020 10 1 243488233 243851079
732 ENSG00000134115 10 3 1092576 1404217
733 ENSG00000162746 10 1 161721563 161728143
734 ENSG00000132010 10 19 12092843 12140407
735 ENSG00000223837 10 6 32970232 32970886
736 ENSG00000140367 10 15 75843285 75901078
737 ENSG00000177432 10 4 88695915 88698235
738 ENSG00000122862 10 10 69088106 69104811
739 ENSG00000184508 10 15 90929964 90932569
740 ENSG00000106809 10 9 92383967 92404696
741 ENSG00000183621 10 10 30820207 31031937
742 ENSG00000272831 10 7 66739829 66740385
743 ENSG00000147573 10 8 66126896 66175487
744 ENSG00000267395 10 19 45767796 45772504
745 ENSG00000253982 10 8 1761990 1764502
746 ENSG00000096872 10 9 26947039 27062930
747 ENSG00000172661 10 10 45727200 45792961
748 ENSG00000117758 10 1 27773183 27824452
749 ENSG00000131018 10 6 152121684 152637801
750 ENSG00000172340 10 3 67360460 67654614
751 ENSG00000197210 10 22 21114607 21124451
752 ENSG00000152661 10 6 121435692 121449727
753 ENSG00000168303 10 7 40126023 40134659
754 ENSG00000170099 10 14 94304248 94323394
755 ENSG00000011465 10 12 91140484 91183123
756 ENSG00000253864 10 NA NA NA
757 ENSG00000215374 10 8 7301611 7355354
758 ENSG00000165630 10 10 13586927 13630868
759 ENSG00000204936 10 19 43353659 43363172
760 ENSG00000182578 10 5 150053291 150113372
761 ENSG00000266118 10 NA NA NA
762 ENSG00000272491 10 1 48227888 48229561
763 ENSG00000117594 10 1 209686178 209734950
764 ENSG00000241684 10 3 64684909 65011468
765 ENSG00000245812 10 5 159100483 159117478
766 ENSG00000248710 10 3 160227454 160449829
767 ENSG00000075945 10 1 169921326 170085208
768 ENSG00000269897 10 10 22316388 22329542
769 ENSG00000118263 10 2 207074137 207167267
770 ENSG00000225008 10 X 155290360 155291353
771 ENSG00000180509 10 21 34446688 34512275
772 ENSG00000134871 10 13 110305812 110513027
773 ENSG00000269919 10 6 106100140 106100593
774 ENSG00000023318 10 9 99979179 100099040
775 ENSG00000162630 10 1 193179045 193186654
776 ENSG00000164330 10 5 158695916 159099761
777 ENSG00000116701 10 1 183555563 183590876
778 ENSG00000224875 10 2 42143238 42170301
779 ENSG00000122299 10 16 11750586 11797267
780 ENSG00000257176 10 12 29280418 29317848
781 ENSG00000214249 10 13 75237944 75240296
782 ENSG00000139144 10 12 18247614 18648416
783 ENSG00000178562 10 2 203706475 203738912
784 ENSG00000166396 10 18 63752935 63805376
785 ENSG00000166391 10 11 75717819 75732958
786 ENSG00000227627 10 6 152983331 152990541
787 ENSG00000091656 10 8 76681219 76867285
788 ENSG00000245025 10 8 22984596 23019335
789 ENSG00000233539 10 7 46673785 46759851
790 ENSG00000269998 10 1 97933474 97941746
791 ENSG00000237803 10 2 37826247 37876274
792 ENSG00000177398 10 21 42062959 42143453
793 ENSG00000223745 10 1 93262186 93346025
794 ENSG00000048471 10 16 11976737 12574289
795 ENSG00000109738 10 4 157076057 157172090
796 ENSG00000160883 10 5 176880869 176899332
797 ENSG00000198523 10 6 118548298 118560730
798 ENSG00000204767 10 5 169864264 169980740
799 ENSG00000170734 10 6 43576150 43615660
800 ENSG00000054282 10 1 243256034 243500092
801 ENSG00000148481 10 10 15778170 15860520
802 ENSG00000204136 10 9 121444991 121500027
803 ENSG00000250091 10 12 123926424 123934984
804 ENSG00000234999 10 7 24906135 24906594
805 ENSG00000087303 10 14 52004803 52069228
806 ENSG00000054983 10 14 87837820 87993665
807 ENSG00000253661 10 8 76491200 76683278
808 ENSG00000164010 10 1 42817124 42844989
809 ENSG00000242853 10 10 119212857 119213146
810 ENSG00000267588 10 NA NA NA
811 ENSG00000138615 10 15 65194758 65211488
812 ENSG00000249494 10 5 119006347 119070890
813 ENSG00000115425 10 2 215996329 216082955
814 ENSG00000254473 10 9 83707594 83713378
815 ENSG00000116147 10 1 175315194 175743770
816 ENSG00000175893 10 9 14611071 14693471
817 ENSG00000170917 10 4 122888697 122922968
818 ENSG00000162604 10 1 61681046 61725423
819 ENSG00000153253 10 2 165087522 165204067
820 ENSG00000179342 10 7 66505155 66506223
821 ENSG00000184178 10 4 52872982 53366075
822 ENSG00000235162 10 12 105235290 105396097
823 ENSG00000184374 10 8 118995452 119106582
824 ENSG00000204228 10 6 33204642 33206831
825 ENSG00000233073 10 7 86784226 86786670
826 ENSG00000239828 10 3 107272611 107421304
827 ENSG00000239820 10 14 67751228 67751544
828 ENSG00000251405 10 5 157362615 157460078
829 ENSG00000134365 10 1 196850241 196918972
830 ENSG00000140153 10 14 102139503 102224847
831 ENSG00000169193 10 7 23597379 23644708
832 ENSG00000239636 10 1 35569813 35577729
833 ENSG00000144468 10 2 226835581 226999215
834 ENSG00000133028 10 17 10672474 10698375
835 ENSG00000233858 10 8 48590401 48594621
836 ENSG00000134138 10 15 36889204 37101299
837 ENSG00000109743 10 4 15702950 15738313
838 ENSG00000169019 10 4 47450796 47463719
839 ENSG00000115935 10 2 174559572 174682916
840 ENSG00000127314 10 12 68610839 68671901
841 ENSG00000135452 10 12 57738013 57750211
842 ENSG00000272049 10 5 8444949 8445535
843 ENSG00000271538 10 4 184506460 184537554
844 ENSG00000104415 10 8 133191039 133230344
845 ENSG00000151611 10 4 145618263 145660035
846 ENSG00000039560 10 5 34656237 34832627
847 ENSG00000159403 10 12 7080209 7092607
848 ENSG00000072080 10 2 234050679 234077134
849 ENSG00000248890 10 4 144642922 144661357
850 ENSG00000152689 10 2 33436324 33564750
851 ENSG00000164761 10 8 118923557 118952200
852 ENSG00000250072 10 5 149063317 149109787
853 ENSG00000256043 10 4 155924118 155953917
854 ENSG00000135744 10 1 230702523 230714297
855 ENSG00000150637 10 18 69831158 69961803
856 ENSG00000110876 10 12 108622277 108633959
857 ENSG00000205791 10 12 12355406 12357067
858 ENSG00000128872 10 15 51751561 51816368
859 ENSG00000173208 10 12 39550033 39619751
860 ENSG00000170962 10 11 103907186 104164379
861 ENSG00000101307 10 20 1563521 1620061
862 ENSG00000125772 10 20 5544404 5611026
863 ENSG00000273336 10 10 133481238 133481770
864 ENSG00000240929 10 1 143875171 143904650
865 ENSG00000171503 10 4 158672125 158709623
866 ENSG00000115841 10 2 37923187 38067142
867 ENSG00000154175 10 3 100749156 100993515
868 ENSG00000255655 10 12 109445410 109447497
869 ENSG00000006114 10 NA NA NA
870 ENSG00000122188 10 1 203765176 203776233
871 ENSG00000174384 10 7 73093657 73105389
872 ENSG00000139329 10 12 91102629 91111831
873 ENSG00000215533 10 21 29193480 29288205
874 ENSG00000203727 10 6 147508927 147737547
875 ENSG00000251432 10 4 128292751 128519394
876 ENSG00000170624 10 5 155870344 156767788
877 ENSG00000230630 10 1 172136531 172144794
878 ENSG00000265008 10 18 32091295 32092119
879 ENSG00000152049 10 2 223051814 223198399
880 ENSG00000159231 10 21 36134912 36146566
881 ENSG00000132965 10 13 30713478 30764426
882 ENSG00000165966 10 12 41188448 41574590
883 ENSG00000267316 10 18 61571342 61579456
884 ENSG00000143164 10 1 167935783 168075843
885 ENSG00000225434 10 9 72305430 72343210
886 ENSG00000140379 10 15 79960889 79971446
887 ENSG00000182118 10 1 231018958 231040246
888 ENSG00000272198 10 NA NA NA
889 ENSG00000138380 10 2 202912214 202987063
890 ENSG00000091164 10 18 56597208 56651600
891 ENSG00000183154 10 8 37734761 37737426
892 ENSG00000163636 10 3 64010549 64024010
893 ENSG00000163638 10 3 64515654 64688000
894 ENSG00000152778 10 10 89414586 89421001
895 ENSG00000196277 10 3 6770001 7741533
896 ENSG00000198053 10 20 1894167 1940592
897 ENSG00000197632 10 18 63871692 63903890
898 ENSG00000253317 10 8 72196334 72202269
899 ENSG00000215861 11 1 149197992 149321732
900 ENSG00000230484 11 11 5468486 5469422
901 ENSG00000223760 11 2 130129621 130139417
902 ENSG00000261011 11 10 87001636 87009905
903 ENSG00000158022 11 1 26051304 26068436
904 ENSG00000183242 11 11 32435518 32458769
905 ENSG00000130656 11 16 152687 154503
906 ENSG00000231426 11 6 139854850 139860151
907 ENSG00000213401 11 X 152733779 152737669
908 ENSG00000250658 11 4 187304083 187309682
909 ENSG00000186086 11 1 108376119 108471002
910 ENSG00000227815 11 1 176272483 176273402
911 ENSG00000267453 11 19 15851993 15864904
912 ENSG00000240747 11 3 42809483 42942792
913 ENSG00000260592 11 16 19476916 19487899
914 ENSG00000154269 11 6 131628442 131747418
915 ENSG00000237206 11 X 43278125 43279658
916 ENSG00000215397 11 20 661596 676179
917 ENSG00000204091 11 6 40334954 40379887
918 ENSG00000151475 11 4 127730378 127774299
919 ENSG00000270072 11 11 47513605 47514889
920 ENSG00000133863 11 8 30831544 30890606
921 ENSG00000265646 11 17 27082690 27084036
922 ENSG00000235100 11 10 89667181 89699671
923 ENSG00000234801 11 4 173615936 173616906
924 ENSG00000185945 11 NA NA NA
925 ENSG00000198336 11 17 47200446 47223679
926 ENSG00000243854 11 12 19303480 19303775
927 ENSG00000166049 11 X 151563622 151676739
928 ENSG00000130201 11 19 45213069 45231852
929 ENSG00000171860 11 12 8058302 8066471
930 ENSG00000255621 11 12 13000451 13040679
931 ENSG00000250284 11 5 136734927 136754686
932 ENSG00000111728 11 12 22063773 22437041
933 ENSG00000150175 11 10 46870858 46894562
934 ENSG00000134588 11 X 133024631 133097109
935 ENSG00000174358 11 5 1201595 1225117
936 ENSG00000248424 11 11 5430653 5431602
937 ENSG00000133742 11 8 85327608 85379014
938 ENSG00000156009 11 X 149881141 149885835
939 ENSG00000163599 11 2 203867786 203873960
940 ENSG00000235205 11 13 23243520 23247184
941 ENSG00000139549 11 12 49089421 49094819
942 ENSG00000259471 11 15 66582190 66685794
943 ENSG00000140287 11 15 50241947 50266026
944 ENSG00000231419 11 7 159006522 159030195
945 ENSG00000249054 11 12 36602 38133
946 ENSG00000260614 11 16 49287430 49290227
947 ENSG00000264956 11 17 22266425 22288133
948 ENSG00000187010 11 1 25272393 25330445
949 ENSG00000257636 11 14 30437992 30573629
950 ENSG00000238097 11 3 194247648 194257772
951 ENSG00000166869 11 16 23754627 23758951
952 ENSG00000261426 11 15 27362310 27366398
953 ENSG00000064201 11 11 2301997 2318200
954 ENSG00000163497 11 2 218981087 218985657
955 ENSG00000162367 11 1 47216290 47232220
956 ENSG00000272281 11 13 52219344 52334277
957 ENSG00000228918 11 1 182129310 182314061
958 ENSG00000197721 11 1 207645113 207738416
959 ENSG00000255730 11 19 41350853 41425001
960 ENSG00000248510 11 4 96310701 96818864
961 ENSG00000267045 11 NA NA NA
962 ENSG00000231689 11 2 187712816 188384313
963 ENSG00000241369 11 3 163127923 163361563
964 ENSG00000241361 11 1 108272943 108337853
965 ENSG00000248817 11 4 92182477 92184052
966 ENSG00000102098 11 X 18239314 18354727
967 ENSG00000261788 11 NA NA NA
968 ENSG00000228293 11 20 2664352 2665874
969 ENSG00000261524 11 15 28402868 28405033
970 ENSG00000264734 11 17 26989189 26999941
971 ENSG00000254141 11 8 105669991 105679031
972 ENSG00000204379 11 X 52495676 52500812
973 ENSG00000204376 11 NA NA NA
974 ENSG00000204375 11 NA NA NA
975 ENSG00000163064 11 2 118842171 118847678
976 ENSG00000225490 11 NA NA NA
977 ENSG00000027644 11 1 156840063 156859018
978 ENSG00000214954 11 8 91101832 91219236
979 ENSG00000155282 11 NA NA NA
980 ENSG00000233723 11 2 58427799 59063766
981 ENSG00000072182 11 2 219514170 219538772
982 ENSG00000264451 11 17 48460370 48466040
983 ENSG00000102010 11 X 15464246 15556529
984 ENSG00000166947 11 15 43106225 43221283
985 ENSG00000169550 11 11 26559033 26572233
986 ENSG00000169551 11 X 135156536 135171398
987 ENSG00000114487 11 3 108958239 109118142
988 ENSG00000255425 11 11 124214767 124215687
989 ENSG00000158578 11 X 55009055 55031064
990 ENSG00000226263 11 20 13237801 13239674
991 ENSG00000185203 11 X 156014623 156016837
992 ENSG00000183690 11 X 44147882 44343672
993 ENSG00000172752 11 3 130345516 130484844
994 ENSG00000263307 11 16 11851649 11895611
995 ENSG00000238110 11 9 87944276 87945023
996 ENSG00000233215 11 21 22008944 22098459
997 ENSG00000165702 11 9 132944000 132991687
998 ENSG00000226933 11 3 46023296 46024156
999 ENSG00000159398 11 16 55846154 55956031
1000 ENSG00000248498 11 8 46579213 46614523
1001 ENSG00000232756 11 7 77990384 77995171
1002 ENSG00000173728 11 1 244352635 244389663
1003 ENSG00000257883 11 12 116661582 116698065
1004 ENSG00000226476 11 1 60515716 60640491
1005 ENSG00000250501 11 4 138773550 138801639
1006 ENSG00000170122 11 9 116231 118204
1007 ENSG00000231443 11 3 195937243 195938739
1008 ENSG00000141255 11 17 3440019 3513852
1009 ENSG00000168333 11 8 49054311 49076090
1010 ENSG00000243069 11 3 154024401 154121332
1011 ENSG00000241353 11 13 46437394 46437988
1012 ENSG00000249639 11 5 135450613 135458697
1013 ENSG00000196431 11 22 26621964 26630672
1014 ENSG00000225546 11 7 119704556 119907375
1015 ENSG00000225548 11 3 27802762 27891301
1016 ENSG00000253706 11 8 74798784 74866939
1017 ENSG00000004939 11 17 44248385 44268141
1018 ENSG00000175445 11 8 19901717 19967258
1019 ENSG00000249803 11 5 136466677 136520298
1020 ENSG00000269089 11 NA NA NA
1021 ENSG00000267497 11 18 59969438 59971396
1022 ENSG00000227706 11 6 67887646 67889339
1023 ENSG00000232927 11 Y 3682805 3683868
1024 ENSG00000234722 11 7 153399920 153413963
1025 ENSG00000225936 11 10 117239600 117241923
1026 ENSG00000187172 11 21 10413477 10516431
1027 ENSG00000198673 11 12 61708259 62279150
1028 ENSG00000253898 11 8 83403758 83408900
1029 ENSG00000188536 11 16 172847 173710
1030 ENSG00000213931 11 11 5268345 5505617
1031 ENSG00000213934 11 11 5248083 5249892
1032 ENSG00000224652 11 3 196142636 196160890
1033 ENSG00000204603 11 12 131165011 131212931
1034 ENSG00000184937 11 11 32387775 32435630
1035 ENSG00000105366 11 19 51450847 51458456
1036 ENSG00000234068 11 X 55089008 55092842
1037 ENSG00000130227 11 8 21919671 22006585
1038 ENSG00000229688 11 7 16210488 16270604
1039 ENSG00000249694 11 NA NA NA
1040 ENSG00000271998 11 5 10195187 10197622
1041 ENSG00000233246 11 1 33350352 33363245
1042 ENSG00000197410 11 4 154232037 154491716
1043 ENSG00000187416 11 7 104328656 104907232
1044 ENSG00000223812 11 3 191557324 191590356
1045 ENSG00000065675 11 10 6427143 6580301
1046 ENSG00000143839 11 1 204154819 204190324
1047 ENSG00000102145 11 X 48786554 48794311
1048 ENSG00000245164 11 8 125922308 125951249
1049 ENSG00000260053 11 15 28506625 28508808
1050 ENSG00000257613 11 12 70219132 70221862
